(0,0,431)(0,1,-278)(0,2,-255)(0,3,821)(0,4,559)(0,5,-227)(0,6,591)(0,7,770)(0,8,566)(0,9,710)(0,10,964)(0,11,-76)(0,12,3)(0,13,896)(0,14,257)
(1,0,324)(1,1,776)(1,2,471)(1,3,570)(1,4,-329)(1,5,555)(1,6,505)(1,7,-187)(1,8,925)(1,9,152)(1,10,607)(1,11,-89)(1,12,-3)(1,13,867)(1,14,58)
(2,0,-68)(2,1,352)(2,2,335)(2,3,178)(2,4,172)(2,5,-107)(2,6,451)(2,7,-238)(2,8,-284)(2,9,70)(2,10,-475)(2,11,-320)(2,12,494)(2,13,28)(2,14,-371)
(3,0,-196)(3,1,853)(3,2,906)(3,3,775)(3,4,476)(3,5,-424)(3,6,384)(3,7,-19)(3,8,-111)(3,9,308)(3,10,687)(3,11,-451)(3,12,773)(3,13,-317)(3,14,971)
(4,0,-170)(4,1,170)(4,2,322)(4,3,719)(4,4,848)(4,5,-453)(4,6,-389)(4,7,352)(4,8,-137)(4,9,-172)(4,10,976)(4,11,-112)(4,12,62)(4,13,523)(4,14,416)
(5,0,245)(5,1,827)(5,2,322)(5,3,150)(5,4,656)(5,5,-148)(5,6,227)(5,7,39)(5,8,333)(5,9,670)(5,10,901)(5,11,19)(5,12,774)(5,13,673)(5,14,257)
(6,0,744)(6,1,-444)(6,2,927)(6,3,65)(6,4,776)(6,5,828)(6,6,112)(6,7,941)(6,8,179)(6,9,529)(6,10,-178)(6,11,208)(6,12,917)(6,13,438)(6,14,-270)
(7,0,386)(7,1,-317)(7,2,-390)(7,3,-238)(7,4,333)(7,5,766)(7,6,114)(7,7,-387)(7,8,-142)(7,9,-500)(7,10,838)(7,11,-188)(7,12,19)(7,13,611)(7,14,-462)
(8,0,830)(8,1,408)(8,2,-405)(8,3,756)(8,4,973)(8,5,925)(8,6,583)(8,7,138)(8,8,919)(8,9,-185)(8,10,-334)(8,11,-259)(8,12,523)(8,13,-364)(8,14,679)
(9,0,753)(9,1,522)(9,2,916)(9,3,918)(9,4,784)(9,5,303)(9,6,683)(9,7,-103)(9,8,416)(9,9,-405)(9,10,-103)(9,11,307)(9,12,-93)(9,13,471)(9,14,-83)
(10,0,-54)(10,1,300)(10,2,825)(10,3,95)(10,4,56)(10,5,851)(10,6,73)(10,7,-308)(10,8,42)(10,9,-9)(10,10,8)(10,11,262)(10,12,232)(10,13,-470)(10,14,398)
(11,0,-35)(11,1,838)(11,2,-80)(11,3,-66)(11,4,755)(11,5,-243)(11,6,737)(11,7,491)(11,8,209)(11,9,207)(11,10,586)(11,11,606)(11,12,-487)(11,13,-453)(11,14,130)
(12,0,-69)(12,1,-7)(12,2,931)(12,3,-191)(12,4,642)(12,5,40)(12,6,-286)(12,7,-286)(12,8,286)(12,9,256)(12,10,259)(12,11,794)(12,12,-482)(12,13,992)(12,14,879)
(13,0,470)(13,1,10)(13,2,716)(13,3,944)(13,4,444)(13,5,524)(13,6,-299)(13,7,235)(13,8,68)(13,9,410)(13,10,942)(13,11,-346)(13,12,69)(13,13,955)(13,14,-299)
(14,0,700)(14,1,-61)(14,2,248)(14,3,684)(14,4,249)(14,5,-111)(14,6,-223)(14,7,463)(14,8,157)(14,9,563)(14,10,-228)(14,11,916)(14,12,357)(14,13,-156)(14,14,961)
(15,0,289)(15,1,815)(15,2,24)(15,3,4)(15,4,758)(15,5,-478)(15,6,-419)(15,7,-488)(15,8,257)(15,9,149)(15,10,476)(15,11,198)(15,12,357)(15,13,-455)(15,14,152)
(16,0,558)(16,1,799)(16,2,646)(16,3,-141)(16,4,536)(16,5,-106)(16,6,302)(16,7,813)(16,8,911)(16,9,959)(16,10,429)(16,11,-264)(16,12,929)(16,13,-161)(16,14,81)
(17,0,943)(17,1,628)(17,2,-51)(17,3,-33)(17,4,-315)(17,5,-240)(17,6,-11)(17,7,-180)(17,8,-227)(17,9,746)(17,10,470)(17,11,803)(17,12,-3)(17,13,-174)(17,14,848)
(18,0,649)(18,1,939)(18,2,700)(18,3,348)(18,4,-149)(18,5,235)(18,6,742)(18,7,654)(18,8,101)(18,9,706)(18,10,666)(18,11,-470)(18,12,997)(18,13,648)(18,14,-77)
(19,0,77)(19,1,591)(19,2,-449)(19,3,580)(19,4,-443)(19,5,-210)(19,6,840)(19,7,100)(19,8,111)(19,9,-334)(19,10,-101)(19,11,-420)(19,12,970)(19,13,396)(19,14,-40)
(20,0,817)(20,1,98)(20,2,-48)(20,3,571)(20,4,947)(20,5,304)(20,6,-195)(20,7,742)(20,8,11)(20,9,461)(20,10,502)(20,11,-324)(20,12,491)(20,13,498)(20,14,825)
(21,0,968)(21,1,-372)(21,2,469)(21,3,-482)(21,4,708)(21,5,526)(21,6,-191)(21,7,547)(21,8,-321)(21,9,474)(21,10,714)(21,11,78)(21,12,608)(21,13,683)(21,14,974)
(22,0,-379)(22,1,553)(22,2,71)(22,3,74)(22,4,177)(22,5,71)(22,6,932)(22,7,483)(22,8,-187)(22,9,-4)(22,10,-3)(22,11,815)(22,12,172)(22,13,-459)(22,14,312)
(23,0,50)(23,1,-492)(23,2,440)(23,3,-482)(23,4,-473)(23,5,147)(23,6,598)(23,7,-110)(23,8,-253)(23,9,831)(23,10,918)(23,11,-486)(23,12,-92)(23,13,525)(23,14,751)
(24,0,-65)(24,1,646)(24,2,358)(24,3,561)(24,4,-227)(24,5,-466)(24,6,-369)(24,7,-242)(24,8,571)(24,9,-56)(24,10,254)(24,11,-433)(24,12,-188)(24,13,981)(24,14,-392)
(25,0,624)(25,1,30)(25,2,-383)(25,3,117)(25,4,103)(25,5,-302)(25,6,818)(25,7,-246)(25,8,142)(25,9,-381)(25,10,-415)(25,11,59)(25,12,-367)(25,13,47)(25,14,-363)
(26,0,885)(26,1,483)(26,2,783)(26,3,242)(26,4,97)(26,5,-390)(26,6,276)(26,7,228)(26,8,-132)(26,9,-153)(26,10,727)(26,11,677)(26,12,-32)(26,13,-408)(26,14,657)
(27,0,77)(27,1,717)(27,2,-260)(27,3,194)(27,4,-113)(27,5,397)(27,6,446)(27,7,-241)(27,8,652)(27,9,-413)(27,10,-122)(27,11,737)(27,12,200)(27,13,11)(27,14,-163)
(28,0,337)(28,1,-105)(28,2,820)(28,3,173)(28,4,691)(28,5,-84)(28,6,283)(28,7,21)(28,8,699)(28,9,706)(28,10,368)(28,11,479)(28,12,382)(28,13,836)(28,14,571)
(29,0,38)(29,1,-34)(29,2,341)(29,3,278)(29,4,660)(29,5,783)(29,6,-271)(29,7,159)(29,8,-459)(29,9,881)(29,10,246)(29,11,-81)(29,12,671)(29,13,1000)(29,14,430)
(30,0,-493)(30,1,336)(30,2,880)(30,3,882)(30,4,-491)(30,5,624)(30,6,-149)(30,7,346)(30,8,-356)(30,9,-451)(30,10,51)(30,11,566)(30,12,582)(30,13,933)(30,14,402)
(31,0,153)(31,1,-30)(31,2,922)(31,3,-453)(31,4,803)(31,5,636)(31,6,830)(31,7,-469)(31,8,-206)(31,9,871)(31,10,966)(31,11,595)(31,12,-211)(31,13,636)(31,14,594)
(32,0,774)(32,1,697)(32,2,-70)(32,3,653)(32,4,578)(32,5,-7)(32,6,276)(32,7,930)(32,8,839)(32,9,475)(32,10,-468)(32,11,-110)(32,12,40)(32,13,615)(32,14,-178)
(33,0,942)(33,1,-233)(33,2,347)(33,3,918)(33,4,-186)(33,5,203)(33,6,553)(33,7,-302)(33,8,234)(33,9,847)(33,10,-432)(33,11,253)(33,12,441)(33,13,-88)(33,14,-58)
(34,0,89)(34,1,-315)(34,2,-362)(34,3,519)(34,4,892)(34,5,717)(34,6,-435)(34,7,221)(34,8,700)(34,9,904)(34,10,-305)(34,11,732)(34,12,-153)(34,13,236)(34,14,346)
(35,0,224)(35,1,231)(35,2,667)(35,3,-430)(35,4,148)(35,5,-465)(35,6,327)(35,7,-300)(35,8,-267)(35,9,-386)(35,10,-399)(35,11,-199)(35,12,367)(35,13,542)(35,14,213)
(36,0,809)(36,1,-370)(36,2,452)(36,3,947)(36,4,703)(36,5,343)(36,6,717)(36,7,822)(36,8,-436)(36,9,416)(36,10,780)(36,11,-241)(36,12,202)(36,13,-374)(36,14,549)
(37,0,-453)(37,1,404)(37,2,-220)(37,3,715)(37,4,528)(37,5,482)(37,6,750)(37,7,-146)(37,8,683)(37,9,-464)(37,10,-32)(37,11,784)(37,12,-163)(37,13,835)(37,14,379)
(38,0,605)(38,1,697)(38,2,564)(38,3,56)(38,4,644)(38,5,266)(38,6,900)(38,7,414)(38,8,142)(38,9,-483)(38,10,-116)(38,11,-79)(38,12,-170)(38,13,586)(38,14,47)
(39,0,880)(39,1,633)(39,2,952)(39,3,-287)(39,4,401)(39,5,479)(39,6,695)(39,7,204)(39,8,888)(39,9,377)(39,10,240)(39,11,-145)(39,12,214)(39,13,632)(39,14,-256)
(40,0,-407)(40,1,236)(40,2,941)(40,3,711)(40,4,846)(40,5,638)(40,6,30)(40,7,799)(40,8,52)(40,9,672)(40,10,816)(40,11,436)(40,12,-408)(40,13,-354)(40,14,75)
(41,0,140)(41,1,-421)(41,2,-293)(41,3,145)(41,4,-208)(41,5,663)(41,6,-323)(41,7,987)(41,8,-80)(41,9,-436)(41,10,364)(41,11,661)(41,12,-26)(41,13,-369)(41,14,346)
(42,0,218)(42,1,-222)(42,2,-419)(42,3,158)(42,4,989)(42,5,981)(42,6,-204)(42,7,19)(42,8,780)(42,9,402)(42,10,-310)(42,11,595)(42,12,-109)(42,13,-217)(42,14,795)
(43,0,466)(43,1,477)(43,2,874)(43,3,727)(43,4,-325)(43,5,-335)(43,6,389)(43,7,-94)(43,8,-348)(43,9,810)(43,10,25)(43,11,570)(43,12,524)(43,13,499)(43,14,755)
(44,0,-131)(44,1,-230)(44,2,-467)(44,3,4)(44,4,482)(44,5,-425)(44,6,-16)(44,7,778)(44,8,94)(44,9,-183)(44,10,233)(44,11,339)(44,12,913)(44,13,678)(44,14,676)
(45,0,761)(45,1,143)(45,2,206)(45,3,689)(45,4,-76)(45,5,435)(45,6,854)(45,7,813)(45,8,895)(45,9,-441)(45,10,676)(45,11,-81)(45,12,683)(45,13,253)(45,14,972)
(46,0,492)(46,1,676)(46,2,-259)(46,3,525)(46,4,-321)(46,5,778)(46,6,600)(46,7,218)(46,8,609)(46,9,-252)(46,10,535)(46,11,-158)(46,12,641)(46,13,501)(46,14,-481)
(47,0,316)(47,1,262)(47,2,217)(47,3,-425)(47,4,4)(47,5,641)(47,6,510)(47,7,-89)(47,8,507)(47,9,404)(47,10,25)(47,11,237)(47,12,878)(47,13,-293)(47,14,990)
(48,0,903)(48,1,753)(48,2,666)(48,3,-302)(48,4,277)(48,5,899)(48,6,976)(48,7,-69)(48,8,116)(48,9,584)(48,10,233)(48,11,-295)(48,12,980)(48,13,-127)(48,14,706)
(49,0,1000)(49,1,743)(49,2,21)(49,3,270)(49,4,818)(49,5,525)(49,6,-90)(49,7,381)(49,8,937)(49,9,917)(49,10,-162)(49,11,-39)(49,12,153)(49,13,-231)(49,14,222)
---

(7,9,-500)
(30,0,-493)
(23,1,-492)
(30,4,-491)
(15,7,-488)
(11,12,-487)
(23,11,-486)
(38,9,-483)
(12,12,-482)
(21,3,-482)
(23,3,-482)
(46,14,-481)
(15,5,-478)
(2,10,-475)
(23,4,-473)
(10,13,-470)
(18,11,-470)
(31,7,-469)
(32,10,-468)
(44,2,-467)
(24,5,-466)
(35,5,-465)
(37,9,-464)
(7,14,-462)
(22,13,-459)
(29,8,-459)
(15,13,-455)
(4,5,-453)
(11,13,-453)
(31,3,-453)
(37,0,-453)
(3,11,-451)
(30,9,-451)
(19,2,-449)
(6,1,-444)
(19,4,-443)
(45,9,-441)
(36,8,-436)
(41,9,-436)
(34,6,-435)
(24,11,-433)
(33,10,-432)
(35,3,-430)
(44,5,-425)
(47,3,-425)
(3,5,-424)
(41,1,-421)
(19,11,-420)
(15,6,-419)
(42,2,-419)
(25,10,-415)
(27,9,-413)
(26,13,-408)
(40,12,-408)(40,0,-407)
(8,2,-405)
(9,9,-405)
(35,10,-399)
(24,14,-392)
(7,2,-390)
(26,5,-390)
(4,6,-389)
(7,7,-387)
(35,9,-386)
(25,2,-383)(25,9,-381)
(22,0,-379)
(36,13,-374)
(21,1,-372)
(2,14,-371)
(36,1,-370)
(24,6,-369)
(41,13,-369)
(25,12,-367)
(8,13,-364)
(25,14,-363)
(34,2,-362)
(30,8,-356)
(40,13,-354)
(43,8,-348)
(13,11,-346)
(43,5,-335)
(8,10,-334)
(19,9,-334)
(1,4,-329)
(43,4,-325)
(20,11,-324)
(41,6,-323)
(21,8,-321)
(46,4,-321)
(2,11,-320)
(3,13,-317)
(7,1,-317)
(17,4,-315)
(34,1,-315)
(42,10,-310)
(10,7,-308)
(34,10,-305)
(25,5,-302)
(33,7,-302)
(48,3,-302)
(35,7,-300)
(13,6,-299)(13,14,-299)
(48,11,-295)
(41,2,-293)
(47,13,-293)
(39,3,-287)
(12,6,-286)(12,7,-286)
(2,8,-284)
(0,1,-278)
(29,6,-271)
(6,14,-270)
(35,8,-267)
(16,11,-264)
(27,2,-260)
(8,11,-259)
(46,2,-259)
(39,14,-256)
(0,2,-255)
(23,8,-253)
(46,9,-252)
(25,7,-246)
(11,5,-243)
(24,7,-242)
(27,7,-241)
(36,11,-241)
(17,5,-240)
(2,7,-238)
(7,3,-238)
(33,1,-233)
(49,13,-231)
(44,1,-230)
(14,10,-228)
(0,5,-227)
(17,8,-227)
(24,4,-227)
(14,6,-223)
(42,1,-222)
(37,2,-220)
(42,13,-217)
(31,12,-211)
(19,5,-210)
(41,4,-208)
(31,8,-206)
(42,6,-204)
(35,11,-199)
(3,0,-196)
(20,6,-195)
(12,3,-191)
(21,6,-191)
(7,11,-188)
(24,12,-188)
(1,7,-187)
(22,8,-187)
(33,4,-186)
(8,9,-185)
(44,9,-183)
(17,7,-180)
(6,10,-178)
(32,14,-178)
(17,13,-174)
(4,9,-172)(4,0,-170)
(38,12,-170)
(27,14,-163)
(37,12,-163)
(49,10,-162)
(16,13,-161)
(46,11,-158)
(14,13,-156)
(26,9,-153)
(34,12,-153)
(18,4,-149)
(30,6,-149)
(5,5,-148)
(37,7,-146)
(39,11,-145)
(7,8,-142)
(16,3,-141)
(4,8,-137)
(26,8,-132)
(44,0,-131)
(48,13,-127)
(27,10,-122)
(38,10,-116)
(27,4,-113)
(4,11,-112)
(3,8,-111)
(14,5,-111)
(23,7,-110)
(32,11,-110)
(42,12,-109)
(2,5,-107)
(16,5,-106)
(28,1,-105)
(9,7,-103)(9,10,-103)
(19,10,-101)
(43,7,-94)
(9,12,-93)
(23,12,-92)
(49,6,-90)
(1,11,-89)
(47,7,-89)
(33,13,-88)
(28,5,-84)
(9,14,-83)
(29,11,-81)
(45,11,-81)
(11,2,-80)
(41,8,-80)
(38,11,-79)
(18,14,-77)
(0,11,-76)
(45,4,-76)
(32,2,-70)
(12,0,-69)
(48,7,-69)
(2,0,-68)
(11,3,-66)
(24,0,-65)
(14,1,-61)
(33,14,-58)
(24,9,-56)
(10,0,-54)
(17,2,-51)
(20,2,-48)
(19,14,-40)
(49,11,-39)
(11,0,-35)
(29,1,-34)
(17,3,-33)
(26,12,-32)
(37,10,-32)
(31,1,-30)
(41,12,-26)
(3,7,-19)
(44,6,-16)
(17,6,-11)
(10,9,-9)
(12,1,-7)
(32,5,-7)
(22,9,-4)
(1,12,-3)
(17,12,-3)
(22,10,-3)
(0,12,3)
(15,3,4)
(44,3,4)
(47,4,4)
(10,10,8)
(13,1,10)
(20,8,11)
(27,13,11)
(5,11,19)
(7,12,19)
(42,7,19)
(28,7,21)
(49,2,21)
(15,2,24)
(43,10,25)
(47,10,25)
(2,13,28)
(25,1,30)
(40,6,30)
(29,0,38)
(5,7,39)
(12,5,40)
(32,12,40)
(10,8,42)
(25,13,47)
(38,14,47)
(23,0,50)
(30,10,51)
(40,8,52)
(10,4,56)
(38,3,56)
(1,14,58)
(25,11,59)
(4,12,62)
(6,3,65)
(13,8,68)(13,12,69)
(2,9,70)
(22,2,71)(22,5,71)
(10,6,73)
(22,3,74)
(40,14,75)
(19,0,77)
(27,0,77)
(21,11,78)
(16,14,81)
(34,0,89)
(44,8,94)
(10,3,95)
(26,4,97)
(20,1,98)
(19,7,100)
(18,8,101)
(25,4,103)
(19,8,111)
(6,6,112)
(7,6,114)
(48,8,116)
(25,3,117)
(11,14,130)
(8,7,138)
(41,0,140)
(25,8,142)
(38,8,142)
(45,1,143)
(41,3,145)
(23,5,147)
(35,4,148)
(15,9,149)
(5,3,150)
(1,9,152)
(15,14,152)
(31,0,153)
(49,12,153)
(14,8,157)
(42,3,158)
(29,7,159)
(4,1,170)
(2,4,172)
(22,12,172)
(28,3,173)
(22,4,177)
(2,3,178)
(6,8,179)
(27,3,194)
(15,11,198)
(27,12,200)
(36,12,202)
(33,5,203)
(39,7,204)
(45,2,206)
(11,9,207)
(6,11,208)
(11,8,209)
(35,14,213)
(39,12,214)
(47,2,217)
(42,0,218)
(46,7,218)
(34,7,221)
(49,14,222)
(35,0,224)
(5,6,227)
(26,7,228)
(35,1,231)
(10,12,232)
(44,10,233)
(48,10,233)
(33,8,234)
(13,7,235)
(18,5,235)
(34,13,236)
(40,1,236)
(47,11,237)
(39,10,240)
(26,3,242)
(5,0,245)
(29,10,246)
(14,2,248)(14,4,249)
(33,11,253)
(45,13,253)
(24,10,254)
(12,9,256)
(0,14,257)
(5,14,257)
(15,8,257)
(12,10,259)
(10,11,262)
(47,1,262)
(38,5,266)
(49,3,270)
(26,6,276)
(32,6,276)
(48,4,277)
(29,3,278)
(28,6,283)
(12,8,286)
(15,0,289)
(10,1,300)
(16,6,302)
(9,5,303)
(20,5,304)
(9,11,307)
(3,9,308)
(22,14,312)
(47,0,316)
(4,2,322)
(5,2,322)
(1,0,324)
(35,6,327)
(5,8,333)
(7,4,333)
(2,2,335)
(30,1,336)
(28,0,337)
(44,11,339)
(29,2,341)
(36,5,343)
(30,7,346)
(34,14,346)
(41,14,346)
(33,2,347)
(18,3,348)
(2,1,352)
(4,7,352)
(14,12,357)
(15,12,357)
(24,2,358)
(41,10,364)
(35,12,367)
(28,10,368)
(39,9,377)
(37,14,379)
(49,7,381)
(28,12,382)
(3,6,384)
(7,0,386)
(43,6,389)
(19,13,396)
(27,5,397)
(10,14,398)
(39,4,401)
(30,14,402)
(42,9,402)
(37,1,404)
(47,9,404)
(8,1,408)
(13,9,410)
(38,7,414)
(4,14,416)
(9,8,416)
(36,9,416)
(16,10,429)
(29,14,430)
(0,0,431)
(45,5,435)
(40,11,436)
(6,13,438)
(23,2,440)
(33,12,441)
(13,4,444)
(27,6,446)
(2,6,451)
(36,2,452)
(20,9,461)
(14,7,463)
(43,0,466)
(21,2,469)
(13,0,470)
(17,10,470)
(1,2,471)
(9,13,471)
(21,9,474)
(32,9,475)
(3,4,476)
(15,10,476)
(43,1,477)
(28,11,479)
(39,5,479)
(37,5,482)
(44,4,482)
(22,7,483)
(26,1,483)
(11,7,491)
(20,12,491)
(46,0,492)
(2,12,494)
(20,13,498)
(43,13,499)
(46,13,501)
(20,10,502)
(1,6,505)
(47,8,507)(47,6,510)
(34,3,519)
(9,1,522)
(4,13,523)
(8,12,523)
(13,5,524)
(43,12,524)
(23,13,525)
(46,3,525)
(49,5,525)
(21,5,526)
(37,4,528)
(6,9,529)
(46,10,535)
(16,4,536)
(35,13,542)
(21,7,547)
(36,14,549)
(22,1,553)
(33,6,553)
(1,5,555)
(16,0,558)
(0,4,559)
(24,3,561)
(14,9,563)
(38,2,564)
(0,8,566)
(30,11,566)
(1,3,570)
(43,11,570)
(20,3,571)
(24,8,571)
(28,14,571)
(32,4,578)
(19,3,580)
(30,12,582)
(8,6,583)
(48,9,584)
(11,10,586)
(38,13,586)
(0,6,591)
(19,1,591)
(31,14,594)(31,11,595)
(42,11,595)
(23,6,598)
(46,6,600)
(38,0,605)
(11,11,606)
(1,10,607)
(21,12,608)
(46,8,609)
(7,13,611)
(32,13,615)
(25,0,624)
(30,5,624)
(17,1,628)
(39,13,632)(39,1,633)
(31,5,636)(31,13,636)
(40,5,638)
(46,12,641)
(47,5,641)
(12,4,642)
(38,4,644)
(16,2,646)
(24,1,646)
(18,13,648)(18,0,649)
(27,8,652)
(32,3,653)
(18,7,654)
(5,4,656)
(26,14,657)
(29,4,660)
(41,11,661)(41,5,663)
(18,10,666)
(48,2,666)
(35,2,667)
(5,9,670)
(29,12,671)
(40,9,672)
(5,13,673)
(44,14,676)
(45,10,676)
(46,1,676)
(26,11,677)
(44,13,678)
(8,14,679)
(9,6,683)
(21,13,683)
(37,8,683)
(45,12,683)
(14,3,684)
(3,10,687)
(45,3,689)
(28,4,691)
(39,6,695)
(32,1,697)
(38,1,697)
(28,8,699)
(14,0,700)
(18,2,700)
(34,8,700)
(36,4,703)
(18,9,706)
(28,9,706)
(48,14,706)
(21,4,708)
(0,9,710)
(40,3,711)
(21,10,714)
(37,3,715)
(13,2,716)
(27,1,717)
(34,5,717)
(36,6,717)
(4,3,719)
(26,10,727)
(43,3,727)
(34,11,732)
(11,6,737)
(27,11,737)
(18,6,742)
(20,7,742)
(49,1,743)
(6,0,744)
(17,9,746)
(37,6,750)
(23,14,751)
(9,0,753)
(48,1,753)
(11,4,755)
(43,14,755)
(8,3,756)
(15,4,758)
(45,0,761)
(7,5,766)
(0,7,770)
(3,12,773)
(5,12,774)
(32,0,774)
(3,3,775)
(1,1,776)
(6,4,776)
(44,7,778)
(46,5,778)
(36,10,780)
(42,8,780)
(26,2,783)
(29,5,783)
(9,4,784)
(37,11,784)
(12,11,794)
(42,14,795)
(16,1,799)
(40,7,799)
(17,11,803)
(31,4,803)
(36,0,809)
(43,9,810)
(16,7,813)
(45,7,813)
(15,1,815)
(22,11,815)
(40,10,816)
(20,0,817)
(25,6,818)
(49,4,818)
(28,2,820)
(0,3,821)
(36,7,822)
(10,2,825)
(20,14,825)
(5,1,827)
(6,5,828)
(8,0,830)
(31,6,830)
(23,9,831)
